experimento,tempo,consumo_cpu
15,22.5,166.0
15,23.0,100.0
15,23.5,96.2
15,24.0,89.2
15,24.5,71.4
15,25.0,100.0
15,25.5,159.0
15,26.0,192.0
15,26.5,207.0
15,27.0,110.0
15,27.5,200.0
15,28.0,125.0
15,28.5,111.0
15,29.0,100.0
15,29.5,103.0
15,30.0,85.1
16,0.5,207.0
16,1.0,174.0
16,1.5,110.0
16,2.0,166.0
16,2.5,133.0
16,3.0,122.0
16,3.5,92.5
16,4.0,89.2
16,4.5,85.1
16,5.0,188.0
16,5.5,146.0
16,6.0,155.0
16,6.5,203.0
16,7.0,157.0
16,7.5,139.0
16,8.0,85.1
16,8.5,92.5
16,9.0,117.0
16,9.5,85.7
16,10.0,142.0
16,10.5,144.0
16,11.0,159.0
16,11.5,270.0
16,12.0,81.4
16,12.5,111.0
16,13.0,103.0
16,13.5,71.4
16,14.0,88.8
16,14.5,107.0
16,15.0,222.0
16,15.5,114.0
16,16.0,192.0
16,16.5,225.0
16,17.0,121.0
16,17.5,89.2
16,18.0,100.0
16,18.5,107.0
16,19.0,64.2
16,19.5,229.0
16,20.0,140.0
16,20.5,125.0
16,21.0,233.0
16,21.5,103.0
16,22.0,88.8
16,22.5,92.8
16,23.0,67.8
16,23.5,92.5
16,24.0,144.0
16,24.5,196.0
16,25.0,178.0
16,25.5,103.0
16,26.0,153.0
16,26.5,189.0
16,27.0,92.5
16,27.5,111.0
16,28.0,129.0
16,28.5,100.0
16,29.0,128.0
16,29.5,188.0
16,30.0,121.0
17,0.5,207.0
17,1.0,121.0
17,1.5,125.0
17,2.0,74.0
17,2.5,89.2
17,3.0,85.1
17,3.5,167.0
17,4.0,192.0
17,4.5,85.1
17,5.0,148.0
17,5.5,122.0
17,6.0,177.0
17,6.5,118.0
17,7.0,103.0
17,7.5,148.0
17,8.0,81.4
17,8.5,151.0
17,9.0,140.0
17,9.5,111.0
17,10.0,135.0
17,10.5,122.0
17,11.0,133.0
17,11.5,74.0
17,12.0,85.7
17,12.5,107.0
17,13.0,133.0
17,13.5,192.0
17,14.0,151.0
17,14.5,144.0
17,15.0,155.0
17,15.5,100.0
17,16.0,111.0
17,16.5,107.0
17,17.0,125.0
17,17.5,74.0
17,18.0,214.0
17,18.5,150.0
17,19.0,181.0
17,19.5,167.0
17,20.0,92.8
17,20.5,140.0
17,21.0,92.5
17,21.5,85.1
17,22.0,85.7
17,22.5,171.0
17,23.0,188.0
17,23.5,107.0
17,24.0,129.0
17,24.5,170.0
17,25.0,203.0
17,25.5,100.0
17,26.0,96.2
17,26.5,140.0
17,27.0,118.0
17,27.5,229.0
17,28.0,153.0
17,28.5,118.0
17,29.0,166.0
17,29.5,107.0
17,30.0,114.0
18,0.5,85.1
18,1.0,107.0
18,1.5,122.0
18,2.0,74.0
18,2.5,170.0
18,3.0,155.0
18,3.5,137.0
18,4.0,137.0
18,4.5,122.0
18,5.0,114.0
18,5.5,88.8
18,6.0,85.7
18,6.5,96.4
18,7.0,162.0
18,7.5,153.0
18,8.0,77.7
18,8.5,125.0
18,9.0,140.0
18,9.5,218.0
18,10.0,85.1
18,10.5,107.0
18,11.0,107.0
18,11.5,46.4
18,12.0,132.0
18,12.5,181.0
18,13.0,114.0
18,13.5,160.0
18,14.0,103.0
18,14.5,100.0
18,15.0,85.1
18,15.5,107.0
18,16.0,103.0
18,16.5,125.0
18,17.0,203.0
18,17.5,111.0
18,18.0,174.0
18,18.5,135.0
18,19.0,92.5
18,19.5,92.5
18,20.0,100.0
18,20.5,125.0
18,21.0,70.3
18,21.5,129.0
18,22.0,148.0
18,22.5,96.2
18,23.0,166.0
18,23.5,133.0
18,24.0,133.0
18,24.5,75.0
18,25.0,133.0
18,25.5,85.1
18,26.0,189.0
18,26.5,214.0
18,27.0,100.0
18,27.5,225.0
18,28.0,107.0
18,28.5,178.0
18,29.0,92.5
18,29.5,96.2
18,30.0,111.0
19,0.5,96.2
19,1.0,221.0
19,1.5,133.0
19,2.0,103.0
19,2.5,237.0
19,3.0,133.0
19,3.5,88.8
19,4.0,111.0
19,4.5,121.0
19,5.0,96.4
19,5.5,200.0
19,6.0,155.0
19,6.5,111.0
19,7.0,200.0
19,7.5,81.4
19,8.0,144.0
19,8.5,110.0
19,9.0,92.8
19,9.5,111.0
19,10.0,92.5
19,10.5,244.0
19,11.0,111.0
19,11.5,144.0
19,12.0,192.0
19,12.5,162.0
19,13.0,151.0
19,13.5,81.4
19,14.0,121.0
19,14.5,107.0
19,15.0,242.0
19,15.5,96.5
19,16.0,181.0
19,16.5,196.0
19,17.0,171.0
19,17.5,174.0
19,18.0,92.5
19,18.5,96.4
19,19.0,151.0
19,19.5,92.8
19,20.0,175.0
19,20.5,192.0
19,21.0,122.0
19,21.5,271.0
19,22.0,88.8
19,22.5,107.0
19,23.0,100.0
19,23.5,74.0
19,24.0,92.5
19,24.5,189.0
19,25.0,150.0
19,25.5,188.0
19,26.0,88.8
19,26.5,240.0
19,27.0,181.0
19,27.5,129.0
19,28.0,111.0
19,28.5,125.0
19,29.0,100.0
19,29.5,192.0
19,30.0,159.0
20,0.5,144.0
20,1.0,166.0
20,1.5,107.0
20,2.0,85.1
20,2.5,125.0
20,3.0,96.2
20,3.5,100.0
20,4.0,74.0
20,4.5,235.0
20,5.0,125.0
20,5.5,100.0
20,6.0,162.0
20,6.5,107.0
20,7.0,142.0
20,7.5,81.4
20,8.0,114.0
20,8.5,111.0
20,9.0,181.0
20,9.5,164.0
20,10.0,177.0
20,10.5,211.0
20,11.0,142.0
20,11.5,177.0
20,12.0,114.0
20,12.5,85.7
20,13.0,114.0
20,13.5,77.7
20,14.0,255.0
20,14.5,125.0
20,15.0,103.0
20,15.5,192.0
20,16.0,128.0
20,16.5,96.4
20,17.0,100.0
20,17.5,159.0
20,18.0,75.0
20,18.5,253.0
20,19.0,210.0
20,19.5,166.0
20,20.0,166.0
20,20.5,88.8
20,21.0,159.0
20,21.5,110.0
20,22.0,85.1
20,22.5,81.4
20,23.0,100.0
20,23.5,200.0
20,24.0,113.0
20,24.5,140.0
20,25.0,144.0
20,25.5,200.0
20,26.0,78.5
20,26.5,96.2
20,27.0,160.0
20,27.5,103.0
20,28.0,228.0
20,28.5,137.0
20,29.0,177.0
20,29.5,222.0
20,30.0,114.0
21,0.5,144.0
